108.889, 93.7859, 85.904, 47.1064, 60.2948, 106.803, 107.385, 158.056, 140.574, 172.065, 147.716, 116.267, 163.199, 131.995, 195.569, 139.102, 162.339, 150.958, 81.6495, 149.93
99.0348, 131.28, 68.2231, 154.287, 164.041, 101.673, 96.5712, 119.93, 86.8278, 72.3127, 80.3223, 157.146, 181.824, 161.459, 94.5397, 150.767, 156.249, 128.813, 227.394, 158.829
144.642, 52.4513, 77.9447, 26.6696, 116.912, 52.9623, 95.093, 159.66, 118.649, 149.723, 83.0769, 89.7405, 69.3355, 112.279, 103.525, 175.003, 179.967, 139.998, 143.673, 149.159
97.5177, 52.3414, 73.3767, 124.22, 105.356, 111.583, 64.9602, 113.555, 116.91, 109.257, 86.8356, 103.057, 102.911, 128.689, 102.161, 67.7593, 88.8185, 91.3977, 123.617, 36.834
118.898, 100.186, 124.005, 131.024, 84.3712, 90.3535, 19.4081, 86.0922, 123.067, 95.4702, 27.1083, 95.8857, 83.1708, 125.191, 109.442, 146.435, 121.051, 70.2495, 128.521, 84.8694
108.75, 83.6055, 141.119, 174.715, 132.097, 83.0714, 166.518, 97.918, 65.9731, 70.1945, 30.0074, 103.303, 68.4336, 74.5052, 66.0112, 70.5537, 94.6589, 99.8086, 115.837, 127.075
115.503, 123.436, 116.768, 87.5834, 140.997, 67.4138, 106.382, 72.1276, 94.5218, 134.07, 122.731, 82.9072, 139.602, 61.1928, 53.0918, 85.2543, 126.289, 116.446, 52.4512, 131.235
111.8, 144.397, 122.924, 109.437, 115.985, 64.978, 113.942, 101.05, 123.969, 89.6739, 188.93, 106.689, 125.521, 110.566, 111.534, 74.3665, 125.552, 83.8721, 100.828, 101.467
162.206, 127.614, 83.5396, 168.74, 75.1577, 69.7035, 124.692, 124.726, 128.135, 114.653, 86.0788, 129.432, 97.2832, 138.456, 87.0419, 121.871, 52.6295, 176.35, 105.373, 90.5177
148.599, 133.612, 84.5407, 93.4536, 114.008, 161.654, 115.436, 149.753, 105.164, 90.58, 109.482, 48.2393, 110.429, 106.532, 60.2757, 95.1747, 117.634, 89.4268, 160.965, 148.546
113.459, 76.3965, 212.649, 156.979, 140.038, 144.396, 129.041, 98.1678, 96.9977, 112.255, 82.2423, 144.568, 136.771, 135.974, 137.713, 104.548, 142.419, 105.862, 90.061, 46.8813
97.6204, 83.2712, 87.3085, 131.493, 152.957, 122.032, 125.435, 126.189, 104.373, 144.119, 122.195, 140.082, 161.558, 110.284, 129.862, 113.769, 96.4145, 79.1297, 114.649, 71.1085
144.904, 108.886, 68.2556, 110.009, 105.936, 89.3278, 127.908, 77.4501, 66.7971, 66.0413, 160.948, 166.846, 134.551, 83.8716, 141.069, 124.855, 87.1928, 80.7464, 165.29, 141.648
117.935, 71.3008, 108.563, 145.228, 115.839, 82.941, 83.978, 46.7642, 71.925, 140.828, 71.4099, 94.5388, 108.16, 107.299, 71.7331, 53.2467, 96.1628, 79.7943, 100.44, 85.2155
109.37, 186.223, 159.839, 160.833, 127.113, 146.983, 148.244, 132.104, 132.955, 149.186, 113.391, 119.86, 103.995, 155.584, 121.087, 102.31, 138.42, 68.1516, 70.7646, 106.399
80.1603, 153.917, 188.376, 115.388, 135.784, 176.239, 140.837, 204.028, 145.385, 128.692, 110.888, 127.17, 61.1574, 167.838, 202.018, 145.65, 163.264, 127.375, 180.734, 166.818
160.911, 157.079, 121.538, 105.362, 123.755, 142.08, 124.802, 164.486, 149.355, 115.227, 177.286, 137.174, 138.93, 105.261, 104.52, 209.005, 168.507, 153.35, 168.989, 191.869
134.633, 159.274, 118.111, 123.883, 120.848, 88.9349, 166.895, 132.15, 134.447, 135.845, 117.503, 135.293, 117.299, 134.545, 115.096, 71.9019, 197.971, 183.508, 165.074, 127.247
161.624, 143.006, 124.203, 160.372, 160.035, 141.534, 159.662, 178.541, 179.677, 181.171, 178.907, 129.242, 134.994, 116.512, 141.14, 117.475, 180.178, 119.49, 160.564, 134.959
156.906, 144.544, 162.89, 194.201, 94.7142, 162.429, 136.404, 136.337, 157.403, 113.632, 92.2694, 111.445, 77.302, 226.439, 178.117, 136.359, 92.9579, 128.535, 144.981, 159.207
